signature,timestamp,from,to,amount_sol,depth,path
mXdwzM5Kmj7Qrr6sexd2cqgtm5sqypV3tLumREUaXfgArxWcsbCudzSZZo5dohbx6DWd7RvHRXPtD9ypKYvFhxE,2026-02-09T06:30:53.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,8C7gPAt4ddFHobet4KDRXcTYtK4Ln9vuazK18f9VyHwU,0.031580000,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
6d2kPySMiXUmK4KNKpCH9UaJcjtH9DKNSKLKtLDbuB1JrwSDZDnwQwjCfRLfNkmN9LRbrraLVvMfXEMDhc6z5wk,2026-02-09T06:30:06.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,A1NYouyGFpvGS5J2EsZfRj2xwASAJHUBzWANP32W4Y6q,0.014630000,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
3mK4w1c2GSiLBppFRMWspm7zeg6LyW2Kr9YRBo4p8diXAFQ8jdg4g4YoaybZy9z5WsxekydcZgjjFoaTt2HHok1K,2026-02-09T06:29:33.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,C7q4ZF3xEo14K6DLehq9LRj3EZucV7tEvBGBq43HoqKY,0.020335000,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
4DumWCNxR5Nu9JWFCHFp8yVqCZjs3p7kVx9MjQPCKh1X2dt1riw7Bquf4FbV5xFnRoaQDZyvfjUWkHTaS8mkD3sX,2026-02-09T06:29:09.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,EvGbaR6qiNGoqWE87277jp2mH5vWKCLaXX7uLiBJcsq,0.424300000,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
4VF8aoSo6RWEECpkMRYbWqhHG3dNDhbkqLDa2nu7cEi494dsCeUWEA9amibv9HZHN8AfNTCxCfwvtfsExwEMXRoh,2026-02-09T06:28:34.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,9AdwBpz2hDzcCq3kzRS7L6Q5eFRdftrw6LqYe4xn5GeH,0.804230000,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
5AiU8Gv7JMb9NULC5W1x4kDeK4WrrfRyLgP9ogrBr6TnuMsNzBoTQhpEqCysSJAVpBs7BPrEmmPj3pzM8TMvt4NG,2026-02-09T06:26:51.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,CYak5YxSzGHWQwBQDi55sUDKtuHUnmE4jmaGH5qwBUw3,0.404603000,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
iMKq9UqfozyN9FZB9owXMVctvyuyjbwdbHX2zXVwqM7C5So3AG5URprDxBrE6PvB3wwQVNtPTVzCP4oe22DsNhN,2026-02-09T06:26:19.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,Bk9uP1pyRYD4cVCi7q6U2eaLYYGWuJsk3Dwjy95enfAT,0.362280000,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
668PfBHXB7mAnQNKhCaP542z6LLMfoTYf9BS4xvkAngY8ZhauLTF2UBNACb6cVeNNgWVtehGiT6kuCpFt66UxUqs,2026-02-09T06:25:45.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,7AezYJVLcVS9ynb8JFtPyYYwDoX41J2WQjS32VDoKdCa,1.135100000,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
39M9ykwh4B42T1FAQD33S9Ne2JkQ54tfRCRwQMqtciLsKRfgXi6hfBPxXAzXJTVoZp2MVh229jgFnrnqJfhAS1aW,2026-02-09T06:24:59.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,94HXZkGGiGqAnaWDiU8Ma9MhfNiWJPSmGy93kYpyrmvG,0.113400000,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
3BNBtxpSJ3zpgDc4cYkNt1gV7Gnxq84SojmqhuyXxkHrtukGKCSs1KLbMNDdttvQmPgV67eKb4WYGQTiW3XX8fXh,2026-02-09T06:24:20.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,CTQUNaqmq89NVz7zvfeyXrbiJveMGZU8VNMoHPgdNMeg,0.221380000,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
3BsHpR8u7Jm4NW98qmmMc4qbe43MLWU7DNikyHamBnRiuwRmXu7Hqxfa64sY4n6NFTxeAbYgmeb7Aq4krXp3wsYB,2026-02-09T06:22:58.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,DCEh5F6mYcvde4ABaFPaXEufsaNas26ZjMyB3BqXn8EJ,0.025180000,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
5kq8noYr5X9RKxe9RGPsk2LBH5TcLeCevXAxDKTX5dcD7TrSqzPvdfQnsYBzjJgMwpqaLWkL6oXGhJY2MjYp1FB4,2026-02-09T06:20:34.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,GSbt4mP5Q1qPhvqKeGCsnvvZ2fxJvn7deWEiDBGrmZmK,0.522580000,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
53EkKAHSDyi92LbZgMC1AyCcYkhMEUnbArvpqr9CJcCQSWjPGusPNRfYEYMsYDsgAyCSSKzuEpEdb3WjhcVMw2Xh,2026-02-09T06:19:33.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,EfAnU8MVS4BpXvCkDNhJAPFsp31TrBjnn3ZbV9wF7kdM,0.002154079,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
3FbvE5BUUzZxC2sp8coDoHJZb7McssrpYcR5TypuxniZBUQ7AoSgB5XVLWedAM2ZLHFvP4BTiSi1Z1NArxE4hQJU,2026-02-09T06:19:09.000Z,6bdShxYuTG9d4TuiBykz6uSPLdxwiu7jkadtUzJ2UdVA,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,21.711068170,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
5JYdR3wcTaKrsgHRsFDQvsjvdwY482tbLxs8QrdBiz9aidiecs7rHLw7FGWFPQqFzzhxahKeaqLCcsFSeTRgkVTF,2026-02-09T06:14:51.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,GWNSyqep5LF7RvmURB79CmdSUmviB75QP1zYXifJ5LCn,0.213190000,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
2sUMBU1rwFoQJ9BDPU2uQnW7AJ8JUL1WYAVsg4nccEmJB27xcoRG9EH7RcKqizVmEFTPdDTHEscKEzeXUL3akp1b,2026-02-09T06:14:16.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,5tFUqnQxYCv3wijX51i7pf4Tvaa8qM131WFNswKWkHnN,0.051400000,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
4navYu6toRrJwnX9nz56HqMeA6SGmT73iv9opK4a3fo3o6QP9iaRbtdPEfWgPoPksR7DEvrmrFbokhS4WhXiMCxU,2026-02-09T06:12:59.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,2kZviHbkewT3wq1ApFCK8YpSKFRvqLS3b3yoqZN1dwNj,0.012640000,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
2vWq8MyHM3ZkeMpsYiSHc1voQpSocGzCEmxmJ8VXVBkfXo16DAUpTvWmRfrDaB3ihqgTeewhvvyQnJMjxtCRV1Jp,2026-02-09T06:09:25.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,3iiKXdWs72zC4BHCFjTrz4BGxTq4JfxMRdJTR5sTFQ7b,0.030751000,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
G9Yi4MTUMWUXVJG6MB25shk3Tve79p921Rs38xBmuQ3Ljzxa2Fw3n5UnPmtZhwQq4EMPD9gXDYHEEFG9BXibU1X,2026-02-09T06:08:52.000Z,pohJj8FSmifd5V2kpgbzekrnnwZ89LmDg7kEFEu5vuW,po27vzv7pSZYsroDopmGVVBVAqxg4GcyZXxmCkoejFB,0.000105019,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
4btuaMvoSix9j9FipbU6RAtL1WSC4D1RHNLQUbgfJw1AXNHbXU1cgMoKWvpnCUVNvbmQd45hvXnjz6ozqktmtXwv,2026-02-09T06:08:43.000Z,po27vzv7pSZYsroDopmGVVBVAqxg4GcyZXxmCkoejFB,pohJj8FSmifd5V2kpgbzekrnnwZ89LmDg7kEFEu5vuW,0.000105019,0,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21"
derNyggH73kPvFr682Nyu4idUxugac62RNLDFbULyFK27UA7nrhftewgxGNSQNeCBCsnrK2qazg9Gg6MTJUWf2d,2026-02-16T13:05:44.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,Dmmq1SX3fwThVeHKyH3Y7ri1ZkqVErvn2iqT76KEWvWm,0.002154079,1,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21 → Dmmq1SX3fwThVeHKyH3Y7ri1ZkqVErvn2iqT76KEWvWm"
4bq8ebJLVdXacQ2Y5BGv9UNhCJFKe2p1erEfN5kuhjBNc3jbgmTY8fDifNm1CKmdxtYvEvTaq6N2jPPwgvRdax1Y,2026-02-16T13:05:29.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,68PwfUtJxebi74FpMDXuDKSJC87vSqDEdFTuK2uBuTBW,0.002154079,1,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21 → 68PwfUtJxebi74FpMDXuDKSJC87vSqDEdFTuK2uBuTBW"
356c2etCq6nYEf3S3qMSBv5Kywckd8ZrDevGvkTWEwJgDvTT7FpC3azzc7At9n9rw3HMd1SR1F4CwXEkKe7pENcq,2026-02-14T01:54:13.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,GedU7SaXtkak2nWH2EuwaV6ycMM1zwLK2nbA7bmvhBk4,0.002154079,1,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21 → GedU7SaXtkak2nWH2EuwaV6ycMM1zwLK2nbA7bmvhBk4"
5vTzNXXgqG1ZKx9Eq6dAb3EgaUw5v4gXXjUxXvyaG3geqxBureoyERCs5ZJgfUYALu4prK8CP1mhdYmcZHUW4Lvw,2026-02-13T17:25:39.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,Esxn9xF9iaHydn6QQVSyUCqnzWZAeay9tNPHaVbkUi6j,0.002154079,1,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21 → Esxn9xF9iaHydn6QQVSyUCqnzWZAeay9tNPHaVbkUi6j"
65s7BKsdqq7TFsbkpQcVSy9r4Zi5EK4q2X1YiSuFYcePBUGZTSHJvnU9UFf6ei1Gd4rKeG11u6uo6R921ziwFE8i,2026-02-13T13:10:51.000Z,Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21,2tzUphYzGZRpmEnFjtoC9uWjQcHhiLR8QfzwiMcPSvhb,0.002154079,1,"Foym8s46ib3VGRckSWijmQKb9UfcRfuhQqMvHpmN1w21 → 2tzUphYzGZRpmEnFjtoC9uWjQcHhiLR8QfzwiMcPSvhb"
